hospcode,name
"30178","สุมาลีคลินิกการพยาบาลและการผดุงครรภ์"
"30179","สายทองคลินิกการพยาบาลและการผดุงครรภ์"
"30180","คลินิกเพลินการพยาบาลและการผดุงครรภ์"
"30181","สิตานันคลินิกการพยาบาลและการผดุงครรภ์"
"30183","คลินิกหทัยรัตน์การพยาบาลและการผดุงครรภ์"
"30184","คลินิกชวิฌฎาการพยาบาลและการผดุงครรภ์"
"30185","คลินิกนิรมลการพยาบาลและการผดุงครรภ์"
"30187","ดนิตาคลินิกการพยาบาลและการผดุงครรภ์"
"30188","ณัชชาคลินิกการพยาบาลและการผดุงครรภ์"
"30189","คลินิกนารถรญาการพยาบาลและการผดุงครรภ์"
"30190","คลินิกพัชรีการพยาบาลและการผดุงครรภ์"
"30191","คลินิกดิวรางกูรการพยาบาลและการผดุงครรภ์"
"30192","คลินิกศิริรัตน์การพยาบาลและการผดุงครรภ์"
"30193","ชุตินันต์คลินิกการพยาบาลและการผดุงครรภ์"
"30194","คลินิกหนองกะท้าวการพยาบาลและการผดุงครรภ์"
"30195","คลินิกทัศนีย์การพยาบาลและการผดุงครรภ์"
"30198","กาญจนาคลินิกการพยาบาลและการผดุงครรภ์"
"30199","อัมพรคลินิกการพยาบาลและการผดุงครรภ์"
"30200","พระองค์ขาวคลินิกการพยาบาลและการผดุงครรภ์"
"30201","คลินิกจิตรลดาการพยาบาลและการผดุงครรภ์"
"30202","คลินิกไพลินการพยาบาลและการผดุงครรภ์"
"30204","สองศรีคลินิกการพยาบาลและการผดุงครรภ์"
"30205","คลินิกกันติชาการพยาบาลและการผดุงครรภ์"
"30206","คลินิกพรภิมลการพยาบาลและการผดุงครรภ์"
"30207","หน้าวัดคลินิกการพยาบาลและการผดุงครรภ์"
"30208","คลินิกศรีเวียงการพยาบาลและการผดุงครรภ์"
"30209","ศรินทิพย์คลินิกการพยาบาลและการผดุงครรภ์"
"30210","จารึกคลินิกการพยาบาลและการผดุงครรภ์"
"30211","คลินิกบ้านยางการพยาบาลและการผดุงครรภ์"
"30212","คลินิกพลอยไพลินการพยาบาลและการผดุงครรภ์"
"30213","คลินิกพรพิไลการพยาบาลและการผดุงครรภ์"
"30214","คลินิกละอองดาวการพยาบาลและการผดุงครรภ์"
"30215","นวลเพ็ญคลินิกการพยาบาลและการผดุงครรภ์"
"30216","คลินิกศรัญญาการพยาบาลและการผดุงครรภ์"
"30218","หยกเพชรคลินิกการพยาบาลและการผดุงครรภ์"
"30219","คลินิกเนตรดาวการพยาบาลและการผดุงครรภ์"
"30222","คลินิกยุพินการพยาบาลและการผดุงครรภ์"
"30223","วารีคลินิกการพยาบาลและการผดุงครรภ์"
"30224","คลินิกณัฐการพยาบาลและการผดุงครรภ์"
"30225","พรรณรายคลินิกการพยาบาลและการผดุงครรภ์"
"30226","ภูพรคลินิกการพยาบาลและการผดุงครรภ์"
"30228","ปภาดาคลินิกการพยาบาลและการผดุงครรภ์"
"30229","คลินิกการพยาบาลและการผดุงครรภ์บ้านปรือกระเทียม"
"30230","ราตรีคลินิกการพยาบาลและการผดุงครรภ์"
"30232","สมหมายคลินิกการพยาบาลและการผดุงครรภ์"
"30233","คลินิกการพยาบาลและการผดุงครรภ์ศรัญญา"
"30234","ภาวิณีคลินิกการพยาบาลและการผดุงครรภ์"
"30235","ชุมแสงคลินิกการพยาบาลและการผดุงครรภ์"
"30236","ณัฐรัชต์คลินิกการพยาบาลและการผดุงครรภ์"
"30237","สุวภัทรคลินิกการพยาบาลและการผดุงครรภ์"
"30238","ศิริโชตินันท์คลินิกการพยาบาลและการผดุงครรภ์"
"30239","โสภาคลินิกการพยาบาลและการผดุงครรภ์"
"30241","เอกกมลคลินิกการพยาบาลและการผดุงครรภ์"
"30242","เอกกมล2คลินิกการพยาบาลและการผดุงครรภ์"
"30243","ต้นคูนคลินิกการพยาบาลและการผดุงครรภ์"
"30244","ทัศนีย์คลินิกการพยาบาลและการผดุงครรภ์"
"30245","วรชัยคลินิกการพยาบาลและการผดุงครรภ์"
"30247","ดวงเดือนคลินิกการพยาบาลและการผดุงครรภ์"
"30249","หฤทัยคลินิกการพยาบาลและการผดุงครรภ์"
"30250","เอกกมล3คลินิกการพยาบาลและการผดุงครรภ์"
"30251","ปัทมาคลินิกการพยาบาลและการผดุงครรภ์"
"30252","เบญจมาศคลินิกการพยาบาลและการผดุงครรภ์"
"30253","อวินนท์คลินิกการพยาบาลและการผดุงครรภ์"
"30255","อภิญญาคลินิกการพยาบาลและการผดุงครรภ์"
"30257","วัลลภาคลินิกการพยาบาลและการผดุงครรภ์"
"30259","พัชรีคลินิกการพยาบาลและการผดุงครรภ์"
"30260","ชัยวัฒน์คลินิกการพยาบาลและการผดุงครรภ์"
"30261","วิไลพรคลินิกการพยาบาลและการผดุงครรภ์"
"30262","ศศิมาคลินิกการพยาบาลและการผดุงครรภ์"
"30263","ศรีนวลคลินิกการพยาบาลและการผดุงครรภ์"
"30264","หนองตมคลินิกการพยาบาลและการผดุงครรภ์"
"30265","อภิชญาคลินิกการพยาบาลและการผดุงครรภ์"
"30268","ศิริรัตนคลินิกการพยาบาลและการผดุงครรภ์"
"30270","ศิริลักษณ์คลินิกการพยาบาลและการผดุงครรภ์"
"30271","เพื่อนพลอยคลินิกการพยาบาลและการผดุงครรภ์"
"30273","ชมภูคลินิกการพยาบาลและการผดุงครรภ์"
"30274","คลินิกอรทัยกายภาพบำบัด"
"30275","คลินิกกายภาพบำบัดวรางคี"
"30276","คลินิกกายภาพบำบัดสุจิตรา"
"30278","คลินิกกายภาพบำบัดธัญดา"
"30279","พิษณุโลกคลินิกแล็ปเทคนิคการแพทย์"
"30280","คลินิกเทคนิคการแพทย์ เอ็น แล็บ เซ็นเตอร์"
"30281","คลินิกแล็บเทคนิคการแพทย์"
"30283","คลินิกเทคนิคการแพทย์ ไบโอแล็บ"
"30284","สังข์ทองคลินิกการแพทย์แผนไทย"
"30285","คลินิกพรชัยการแพทย์แผนไทย"
"30286","คลินิกหมอนาวินการแพทย์แผนไทย"
"30288","คลินิกอรรณพการแพทย์แผนไทย"
"30290","บุคลินิกการแพทย์แผนไทย"
"30294","คลินิกบุญส่งการผดุงครรภ์"
"30296","คลินิกยุพาการผดุงครรภ์"
"30297","คลินิกราชินการผดุงครรภ์"
"30298","คลินิกรสรินการผดุงครรภ์"
"30300","คลินิกสาลีการผดุงครรภ์"
"30301","คลินิกธนูการผดุงครรภ์"
"30302","คลินิกวัชรีการผดุงครรภ์"
"30303","คลินิกวรลักษณ์การผดุงครรภ์"
"30304","สมพรคลินิกการผดุงครรภ์"
"41107","สำนักงานเขตสุขภาพที่ 2"
"41393","สถานปฏิบัติการแพทย์แผนไทยประยุกต์ คณะสาธารณสุขศาสตร์ มหาวิทยาลัยนเรศวร"
"41429","โรงพยาบาลจิตเวชพิษณุโลก"
"41585","สถานพยาบาลค่ายสมเด็จพระเอกาทศรถ"
"41889","หน่วยบริการประจำ วิทยาลัยการพยาบาล มหาวิทยาลัยราชภัฏพิบูลสงคราม"
"42467","หนองตมคลินิกเวชกรรม"
"42469","199คลินิกเวชกรรม"
"42623","คลินิกเทคนิคการแพทย์เอ็มพลัสพิษณุโลก"
"42787","ศิรประภาคลินิกการพยาบาลและการผดุงครรภ์"
"42874","สุพิมพ์คลินิกการพยสบสลและการผดุงครรภ์"
"42884","แก่งโสภาคลินิกการพยาบาลและการผดุงครรภ์"
"42939","รัชนรินคลินิกการพยาบาลและการผดุงครรภ์"
"43031","คลินิกกายภาพบำบัดรีแฮปคลินิก"
"43032","คลินิกเวชกรรมเฉพาะทาง หู คอ จมูกแพทย์อัฐพล"
"43150","คณะสหเวชศาสตร์ มหาวิทยาลัยนเรศวร"
"43244","ศุลีพรคลินิกกายภาพบำบัด"
"43246","คลินิกทันตกรรมใส่ใจ"
"43378","คลินิกทันตกรรมดิไวน์"
"43612","แพทย์พรเทพคลินิกเฉพาะทางด้านเวชกรรมศัลยศาสตร์ระบบทางเดินปัสสาวะ"
"43769","คลินิกทันตกรรมแคร์ยิ้ม"
"43808","ห้องปฏิบัติการวิจัยเครื่องมือแพทย์ มหาวิทยาลัยนเรศวร"
"43845","กตวรรณคลินิกการพยาบาลและการผดุงครรภ์"
"44435","กันยารัตน์คลินิกการพยาบาลและการผดุงครรภ์"
"44479","คลินิกทันตกรรมบีแบร์"
"44523","คลินิกเฉพาะทางด้านเวชกรรมเวชศาสตร์ครอบครัวแพทย์หญิงพันธิตรา"
"44524","คลินิกเวชกรรมนายแพทย์กิตติพิชญ์"
"44756","คลินิกเวชกรรมเนโฟรวิชั่น (พิษณุโลก)"
"44802","ไผ่ค่อมคลินิกการพยาบาลและการผดุงครรภ์"
"44954","คลินิกเฉพาะทางด้านเวชกรรมมะเร็งนรีเวชวิทยา พิษณุโลก"
"44966","แพทย์หญิงวริศราคลินิกเฉพาะทางด้านเวชกรรมเวชศาสตร์ครอบครัว"
"45043","ธนูคลินิกการพยาบาลและการผดุงครรภ์"
"45982","คลินิกทันตกรรมไบรท์ สไมล์"
"45990","คลินิกทันตกรรมเด็นทอลเฮ้าส์"
"46026","คลินิกทันกรรมเดนทีค"
"46032","คลินิกทันตกรรมทีสมายล์ พิษณุโลก"
"46091","คลินิกทันตกรรมหมอตุ้มสาขา 2"
"46166","คลินิกทันตกรรมหมอชิต"
"46200","คลินิกทันตกรรมอีซี่สไมล์"
"46213","คลินิกทันตกรรมเวลล์สไมล์"
"46227","คลินิกทันตกรรมบ้านฟันยิ้ม"
"46233","คลินิกทันตกรรมกู๊ดเดย์"
"46255","คลินิกทันตกรรมยิ้มสดใส"
"46264","คลินิกทันตกรรมหมอเพชร2"
"46267","คลินิกทันตกรรมหมอเพชร"
"46269","คลินิกทันตกรรมชาติตระการ"
"46298","คลินิกทันตกรรมบ้านรักยิ้ม"
"46312","เกรซคลินิกทันตกรรมสาขาในเมือง"
"46321","ยิ้มใสคลินิกทันตกรรม"
"46334","คลินิกทันตกรรมสไมล์"
"46351","คลินิกทันตกรรมพรีม่าโฮม"
"46357","คลินิกทันตกรรมสมายล์รูม สาขา 2 พิษณุโลก"
"46358","คลินิกทันตกรรมลาแปง"
"46365","คลินิกทันตกรรมบีเลิฟเดนทอล"
"46374","คลินิกทันตกรรมฟันยิ้ม"
"46408","คลินิกทันตกรรมสองคุณหมอ"
"46497","คลินิกทันตกรรมแพลตินัม"
"46517","คลินิกทันตกรรมแอทเอ็นยู"
"46569","คลินิกทันตกรรมวีแคร์"
"46580","คลินิกทันตกรรมยัวร์สไมล์"
"46582","คลินิกทันตกรรมไอยูสไมล์"
"46626","คลินิกทันตกรรมหมอตุ้ม"
"46679","บ้านยายคลินิกการพยาบาลและการผดุงครรภ์"
"46754","เกรซคลินิกทันตกรรมสาขาหัวรอ"
"46765","คลินิกทันตกรรมมายด์เด้นท์"
"46801","ดิอาร์ตเด็นทอลคลินิกทันตกรรม"
"46873","เอกคลินิกกายภาพบำบัด"
"46907","น้ำผึ้งคลินิกการพยาบาลและการผดุงครรภ์"
"46993","ศศิญาคลินิกการพยาบาลและการผดุงครรภ์"
"47070","คลินิกทันตกรรมฟันใจดี"
"47254","คลินิกทันตกรรมเฮาส์ออฟฟัน"
"47348","คลินิกทันตกรรม บ้าน ฟ. ฟัน"
"47393","คลินิกทันตกรรมทรีดีเด็นทอล"
"47403","คลินิกทันตกรรมยิ้มหวาน"
"47511","คลินิกทันตกรรมซูพรีม"
"47548","ราตรีคลินิกการพยาบาลและการผดุงครรภ์"
"47557","คลินิกทันตกรรมลัคกี้ยู"
"47575","คลินิกทันตกรรมเดนทัลลอฟท์"
"47678","โมชั่นแอนด์ไอคลินิกกายภาพบำบัด"
"47802","พิมพ์นาราคลินิกการพยาบาลและการผดุงครรภ์"
"47886","คลินิกทันตกรรมเดนทัลสมิธ"
"47949","คลินิกทันตกรรมกรีนเด็นท์"
"48173","คลินิกเทคนิคการแพทย์ เอ็น เฮลท์ พิษณุโลก"
"48288","ยูนิคแคร์ สเตชัน พิษณุโลก คลินิกกายภาพบำบัด"
"48517","ลวินีย์คลินิกการพยาบาลและการผดุงครรภ์"
"48902","สีทองคลินิกการพยาบาลและการผดุงครรภ์"
"48918","ชุติมณฑน์คลินิกการพยาบาลและการผดุงครรภ์"
"49008","ปัณพรคลินิกการพยาบาลและการผดุงครรภ์"
"49192","ดิอาร์ตเด็นทอลบ้านคลองคลินิกทันตกรรม"
"49257","ใกล้บ้านคลินิกกายภาพบำบัด"
"49288","รัตนาคลินิกการพยาบาลและการผดุงครรภ์"
"49296","ศิริคลินิกการพยาบาลและการผดุงครรภ์"
"49352","คลินิกเวชกรรมแพทย์เอนก"
"49365","อลิษาคลินิกการพยาบาลและการผดุงครรภ์"
"49439","สายทองคลินิกการพยาบาลและการผดุงครรภ์"
"49467","สุมาลีคลินิกการพยาบาลและการผดุงครรภ์"
"49491","จินดาคลินิกการพยาบาลและการผดุงครรภ์"
"49527","คลินิกเฉพาะทางด้านเวชกรรมอายุรกรรมแพทย์ปรีดี"
"49563","นภณัฐคลินิกการพยาบาลและการผดุงครรภ์"
"49589","เสกสิทธิ์คลินิกการพยาบาลและการผดุงครรภ์"
"49712","ทัศนีย์คลินิกการพยาบาลและการผดุงครรภ์"
"49749","กู๊ดเฮลธ์คลินิกกายภาพบำบัด"
"49755","วังใหญ่คลินิกการพยาบาลและการผดุงครรภ์"
"49756","บ้านจอมทองคลินิกการพยาบาลและการผดุงครรภ์"
"49759","พนิตตาคลินิกการพยาบาลและการผดุงครรภ์"
"49768","ธัญกานต์คลินิกการพยาบาลและการผดุงครรภ์"
"49772","สุทธิพงศ์คลินิกการพยาบาลและการผดุงครรภ์"
"51089","เมืองพรหมคลินิกการพยาบาลและการผดุงครรภ์"
"51130","สุธารัตน์คลินิกการพยาบาลและการผดุงครรภ์"
"51341","คลินิกเวชกรรมแพทย์คัคนานต์"
"51385","คลินิกเวชกรรมแพทย์พัฒนศักดิ์"
"51392","วารินทร์คลินิกการพยาบาลและการผดุงครรภ์"
"51509","คลินิกการแพทย์แผนไทยเอกภพ"
"51595","คลินิกกายภาพบำบัดน้องหวาย"
"51618","นพวรรณคลินิกการพยาบาลและการผดุงครรภ์"
"51660","คลินิกเวชกรรมแพทย์หญิงรัตนวลี"
"51692","เซนเซสหคลินิก"
"51698","กัญลญารัตน์คลินิกการพยาบาลและการผดุงครรภ์"
"51776","ชวนพิศคลินิกการแพทย์แผนไทย"
"51802","อัยลิศาคลินิกการพยาบาลและการผดุงครรภ์"
"51819","นวินดาคลินิกการพยาบาลและการผดุงครรภ์"
"51867","นายแพทย์บริบูรณ์คลินิกเฉพาะทางด้านเวชกรรมเวชศาสตร์ครอบครัว"
"51938","สุภิญญาคลินิกการพยาบาลและการผดุงครรภ์"
"51947","บ้านดีคลินิกการแพทย์แผนไทย"
"51950","คลินิกแพทย์จอมขวัญ"
"51951","ศาลาโอสถคลินิกการแพทย์แผนไทย"
"52010","คลินิกเวชกรรมแพทย์เอกวิชญ์"
"52034","คลินิกทันตกรรมยิ้มกว้าง"
"52038","คลินิกทันตกรรมกู๊ดสไมล์"
"52045","คลินิกทันตกรรมไวซ์"
"52046","มอส สเตรช คลินิกกายภาพบำบัด"
"52064","ชินะธาตุคลินิกการแพทย์แผนไทย"
"52108","คลินิกเวชกรรมนายแพทย์ไชยวัฒน์"
"52160","คลินิกเวชกรรมพบแพทย์"
"52242","คลินิกทันตกรรมหมอสมชาย"
"52261","ชวิฌฎาคลินิกการพยาบาลและการผดุงครรภ์"
"52280","อำภาศรีคลินิกการพยาบาลและการผดุงครรภ์"
"52357","คลินิกเวชกรรมแพทย์หญิงกีรติภาดา"
"52455","คลินิกทันตกรรมหมอแมน"
"52507","คลินิกทันตกรรมพาสุข สาขาพิษณุโลก"
"52712","พนาวรรณคลินิกการพยาบาลและการผดุงครรภ์"
"52730","ธิดารัตน์คลินิกการพยาบาลและการผดุงครรภ์"
"52779","ณัฐกานต์คลินิกการพยาบาลและการผดุงครรภ์"
"52791","จารุณีคลินิกการพยาบาลและการผดุงครรภ์"
"52898","คลินิกเวชกรรมแพทย์จตุพล"
"52990","นาตาดีคลินิกการพยาบาลและการผดุงครรภ์"
"52992","ปัทมาคลินิกการพยาบาลและการผดุงครรภ์"
"53042","ไผ่ขอน้ำคลินิกการพยาบาลและการผดุงครรภ์"
"53380","วิลาสิณีคลินิกการพยาบาลและการผดุงครรภ์"
"53428","บุตรีคลินิกการพยาบาลและการผดุงครรภ์"
"53442","นาฎยาคลินิกการพยาบาลเเละการผดุงครรภ์"
"53589","คลินิกทันตกรรมเพนกวิน"
"53736","คลินิกเวชกรรมหมอรัตเกล้า"
"53748","น้ำหนึ่งคลินิกการพยาบาลและการผดุงครรภ์"
"53785","โอมายกู๊ดส์สหคลินิก"
"53815","สายทองคลินิกการแพทย์แผนไทย"
"53874","วัชรีคลินิกการพยาบาลและการผดุงครรภ์"
"53883","จเรคลินิกการแพทย์แผนไทย"
"54227","ภาณินีคลินิกการพยาบาลและการผดุงครรภ์"
"54260","นงนภาคลินิกการพยาบาลและการผดุงครรภ์"
"54262","คลินิกเวชกรรมแพทย์หญิงปีย์วรา"
"54411","เจที เด็นทัลคลินิกทันตกรรม"
"54421","พี เอ็น ซี คลินิกกายภาพบำบัด"
"54444","เพ็ญสุภาคลินิกการพยาบาลและการผดุงครรภ์"
"54486","สายสุนีย์คลินิกการพยาบาลและการผดุงครรภ์"
"54495","คลินิกเวชกรรมพญ.คนิษตา"
"54562","คลินิกทันตกรรมหมอฟันใกล้ฉัน"
"54594","ฐิติมาคลินิกการพยาบาลและการผดุงครรภ์"
"54612","ท่าทองคลินิกการพยาบาลและการผดุงครรภ์"
"54652","คลินิกเวชกรรมแพทย์นัญนภัส"
"54684","เฮอร์บาลานซ์คลินิกการแพทย์แผนไทยประยุกต์"
"54712","คลินิกทันตกรรมต้นส้ม สาขาโลตัสท่าทอง"
"54891","ธีร์คลินิกเวชกรรม"
"54952","คลินิกทันตกรรม ดิ อาร์มี่"
"55222","คลินิกเวชกรรมแพทย์ระวิวรรณ"
"55356","ชมพูคลินิกการพยาบาลและการผดุงครรภ์"
"55392","คลินิกเวชกรรม ณัฐณรงค์"
"55427","รักชาติ11คลินิกการพยาบาลและการผดุงครรภ์"
"55500","คลินิกการแพทย์แผนไทยประยุกต์ อ.กนกนันท์"
"55543","ปันสุขคลินิกการพยาบาลและการผดุงครรภ์"
"55553","คลินิกทันตกรรมจีไวท์"
"55566","ฮาบุสหคลินิก"
"55570","ศิริรัตน์คลินิกการพยาบาลและการผดุงครรภ์"
"55572","บุญมารักษ์คลินิกการพยาบาลและการผดุงครรภ์"
"55633","คลินิกเวชกรรมแพทย์หญิงรัตติกาล"
"55700","โรงพยาบาลทั่วไปขนาดเล็กวัดสวนอธิษฐาน"
"55717","คลินิกทันตกรรมไอยูสไมล์ สาขาถนนคนเดิน"
"55747","คลินิกทันตกรรมปัญญา"
"55760","คลินิกเวชกรรมนายแพทย์ศรุต"
"55781","ชุติมาคลินิกการแพทย์แผนไทย"
"55817","เรือนวรา คลินิกการแพทย์แผนไทย"
"55892","คลินิกเวชกรรมพญ.อัจฉรียา"
"55901","อุ่นใจคลินิกการพยาบาลและการผดุงครรภ์"
"55991","อบอุ่นใจคลินิกการพยาบาลและกาผดุงครรภ์"
"56060","ชีวินดีคลินิกการพยาบาลและการผดุงครรภ์"
"77610","ศูนย์สุขภาพเมืองพิษณุโลก"
"77742","ศูนยสุขภาพชุมชนโรงพยาบาลวัดโบสถ์"
"77743","ศูนย์สุขภาพชุมชนโรงพยาบาลวังทอง"
"77744","ศูนย์สุขภาพชุมชนตำบลบางระกำ"
"77747","ศูนย์สุขภาพชุมชนร่วมใจ"
"77748","ศูนย์สุขภาพชุมชนโรงพยาบาลเนินมะปราง"
"77749","ศูนย์สุขภาพเมืองอรัญญิก"
"77750","ศูนย์สุขภาพชุมชนเมืองเขื่อนขันธ์"
"99788","ศูนย์สุขภาพชุมชนศูนย์บริการสาธารสุขพุทธบูชา"
"99940","ศูนย์สุขภาพชุมชนตำบลบางกระทุ่ม"
"99970","ศูนย์สุขภาพชุมชนโรงพยาบาลชาติตระการ"
